order_id;customer_id;order_date;delivery_due_date;priority_level;total_weight_kg;total_volume_cbm;pallet_count;goods_type;material;plant;storage_location;goods_sensitivity;pickup_location_id;delivery_location_id;promised_eta;order_status;price
ORD-0007225_V2;CUST-01336;2026-03-27;2026-03-29;High;2737;14,67;15;Electronics;MAT-5027;BAN-PLANT;SL-15;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-03-29 06:00;Confirmed;442166
ORD-0002549_V2;CUST-02569;2026-03-24;2026-03-26;High;786;23,1;20;Pharma;MAT-8263;GUW-PLANT;SL-14;Fragile;WH-GUW-01;WH-SIL-01;2026-03-26 06:00;Confirmed;591246
ORD-0011359_V2;CUST-02787;2026-01-19;2026-01-21;Medium;1875;24,75;4;Steel;MAT-1410;MUM-PLANT;SL-8;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-01-21 06:00;Confirmed;401093
ORD-0000438_V2;CUST-01584;2026-02-19;2026-02-21;Medium;720;3,65;25;Steel;MAT-7377;CHE-PLANT;SL-14;Hazardous;WH-CHE-01;WH-BAN-01;2026-02-21 06:00;Confirmed;368608
ORD-0008763_V2;CUST-02719;2026-03-03;2026-03-05;High;3706;3,19;5;Steel;MAT-5600;CHE-PLANT;SL-15;Normal;WH-CHE-01;WH-BAN-01;2026-03-05 06:00;Confirmed;546361
ORD-0011309_V2;CUST-00031;2026-02-25;2026-02-27;Low;1402;22,73;8;Auto Parts;MAT-3679;MUM-PLANT;SL-9;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-02-27 06:00;Confirmed;270884
ORD-0006409_V2;CUST-01234;2026-03-28;2026-03-30;Medium;3602;14,75;29;Machinery;MAT-2214;MUM-PLANT;SL-12;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-03-30 06:00;Confirmed;90112
ORD-0001862_V2;CUST-02104;2026-03-05;2026-03-07;High;3144;3,92;17;Machinery;MAT-9268;CHE-PLANT;SL-12;Hazardous;WH-CHE-01;WH-KOL-01;2026-03-07 06:00;Confirmed;487692
ORD-0002700_V2;CUST-00915;2026-01-15;2026-01-17;Medium;2729;2,08;18;Pharma;MAT-7421;BAN-PLANT;SL-3;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-01-17 06:00;Confirmed;738601
ORD-0008384_V2;CUST-02092;2026-02-08;2026-02-10;Medium;2575;24,82;29;Auto Parts;MAT-6550;MUM-PLANT;SL-11;Fragile;WH-MUM-01;WH-PUN-01;2026-02-10 06:00;Confirmed;680158
ORD-0006704_V2;CUST-00319;2026-01-19;2026-01-21;High;1252;14,4;2;Pharma;MAT-1528;BAN-PLANT;SL-15;Fragile;WH-BAN-01;WH-DEL-01;2026-01-21 06:00;Confirmed;780241
ORD-0002482_V2;CUST-02178;2026-03-12;2026-03-14;Medium;2544;4,8;6;Auto Parts;MAT-7446;DEL-PLANT;SL-11;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-03-14 06:00;Confirmed;337184
ORD-0005768_V2;CUST-01641;2026-03-25;2026-03-27;Medium;481;14,4;6;Steel;MAT-7662;AHM-PLANT;SL-14;Hazardous;WH-AHM-01;WH-JAI-01;2026-03-27 06:00;Confirmed;91541
ORD-0010115_V2;CUST-00484;2026-03-11;2026-03-13;Low;383;19,4;24;Auto Parts;MAT-1287;KOL-PLANT;SL-9;Hazardous;WH-KOL-01;WH-BHU-01;2026-03-13 06:00;Confirmed;100264
ORD-0002707_V2;CUST-00792;2026-02-25;2026-02-27;High;3449;22,09;6;Auto Parts;MAT-6105;DEL-PLANT;SL-14;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-02-27 06:00;Confirmed;383384
ORD-0006330_V2;CUST-01093;2026-02-03;2026-02-05;High;1471;11,96;16;Auto Parts;MAT-6698;DEL-PLANT;SL-12;Fragile;WH-DEL-01;WH-MUM-01;2026-02-05 06:00;Confirmed;147860
ORD-0000327_V2;CUST-02966;2026-04-01;2026-04-03;Low;1640;16,59;20;Textiles;MAT-9334;BAN-PLANT;SL-1;Normal;WH-BAN-01;WH-CHE-01;2026-04-03 06:00;Confirmed;117560
ORD-0005136_V2;CUST-00900;2026-01-04;2026-01-06;Low;804;11,3;10;Textiles;MAT-4975;CHE-PLANT;SL-10;Hazardous;WH-CHE-01;WH-HYD-01;2026-01-06 06:00;Confirmed;723079
ORD-0005326_V2;CUST-01456;2026-01-26;2026-01-28;Low;3866;11,2;8;Textiles;MAT-4992;BAN-PLANT;SL-9;Normal;WH-BAN-01;WH-HYD-01;2026-01-28 06:00;Confirmed;700543
ORD-0002500_V2;CUST-01624;2026-01-14;2026-01-16;Medium;722;18,42;8;Textiles;MAT-6608;BAN-PLANT;SL-2;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-01-16 06:00;Confirmed;358551
ORD-0001005_V2;CUST-00125;2026-03-24;2026-03-26;Low;435;1,34;27;Pharma;MAT-1024;DEL-PLANT;SL-10;Fragile;WH-DEL-01;WH-MUM-01;2026-03-26 06:00;Confirmed;779234
ORD-0008052_V2;CUST-02308;2026-03-05;2026-03-07;Medium;3584;10,62;20;Pharma;MAT-2165;BAN-PLANT;SL-2;Fragile;WH-BAN-01;WH-CHE-01;2026-03-07 06:00;Confirmed;281451
ORD-0006503_V2;CUST-01533;2026-03-21;2026-03-23;Medium;1599;12,13;28;Machinery;MAT-2140;BAN-PLANT;SL-9;Hazardous;WH-BAN-01;WH-MUM-01;2026-03-23 06:00;Confirmed;776783
ORD-0004012_V2;CUST-01357;2026-01-23;2026-01-25;Low;2525;19,04;22;FMCG;MAT-6841;CHE-PLANT;SL-6;Normal;WH-CHE-01;WH-KOL-01;2026-01-25 06:00;Confirmed;106685
ORD-0010727_V2;CUST-00631;2026-03-16;2026-03-18;Low;2863;21,24;23;Pharma;MAT-8755;BAN-PLANT;SL-1;Temperature Controlled;WH-BAN-01;WH-CHE-01;2026-03-18 06:00;Confirmed;278694
ORD-0000535_V2;CUST-02920;2026-01-21;2026-01-23;Low;2099;16,34;25;FMCG;MAT-4048;MUM-PLANT;SL-4;Temperature Controlled;WH-MUM-01;WH-SUR-01;2026-01-23 06:00;Confirmed;461591
ORD-0007631_V2;CUST-00316;2026-02-12;2026-02-14;Medium;1321;22,66;27;Machinery;MAT-6266;DEL-PLANT;SL-6;Temperature Controlled;WH-DEL-01;WH-KOL-01;2026-02-14 06:00;Confirmed;85763
ORD-0003961_V2;CUST-00604;2026-01-03;2026-01-05;Low;450;10,71;17;Machinery;MAT-2024;CHE-PLANT;SL-11;Hazardous;WH-CHE-01;WH-HYD-01;2026-01-05 06:00;Confirmed;378001
ORD-0000586_V2;CUST-01986;2026-02-22;2026-02-24;High;1798;7,84;9;Steel;MAT-9789;CHE-PLANT;SL-9;Fragile;WH-CHE-01;WH-HYD-01;2026-02-24 06:00;Confirmed;283875
ORD-0009882_V2;CUST-01141;2026-01-21;2026-01-23;Medium;826;18,39;29;FMCG;MAT-5973;DEL-PLANT;SL-14;Fragile;WH-DEL-01;WH-JAI-01;2026-01-23 06:00;Confirmed;555816
ORD-0008356_V2;CUST-02364;2026-01-07;2026-01-09;Low;3426;12,16;28;FMCG;MAT-3023;DEL-PLANT;SL-15;Normal;WH-DEL-01;WH-KOL-01;2026-01-09 06:00;Confirmed;260864
ORD-0006401_V2;CUST-01970;2026-03-28;2026-03-30;Medium;2328;24,25;10;Electronics;MAT-8122;BAN-PLANT;SL-9;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-03-30 06:00;Confirmed;720425
ORD-0011124_V2;CUST-00418;2026-01-13;2026-01-15;Low;3488;9,41;16;Pharma;MAT-5350;GUW-PLANT;SL-6;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-01-15 06:00;Confirmed;749024
ORD-0008067_V2;CUST-00478;2026-01-31;2026-02-02;Medium;2043;23,86;8;FMCG;MAT-1538;HYD-PLANT;SL-13;Fragile;WH-HYD-01;WH-VIZ-01;2026-02-02 06:00;Confirmed;444551
ORD-0000492_V2;CUST-02531;2026-03-14;2026-03-16;High;1013;17,13;6;Electronics;MAT-2941;HYD-PLANT;SL-9;Fragile;WH-HYD-01;WH-VIZ-01;2026-03-16 06:00;Confirmed;750782
ORD-0005528_V2;CUST-02107;2026-01-22;2026-01-24;Low;2972;21,21;29;FMCG;MAT-2329;BAN-PLANT;SL-5;Hazardous;WH-BAN-01;WH-MUM-01;2026-01-24 06:00;Confirmed;611363
ORD-0006915_V2;CUST-01615;2026-01-07;2026-01-09;High;3118;8,14;28;Pharma;MAT-7314;KOL-PLANT;SL-9;Hazardous;WH-KOL-01;WH-BHU-01;2026-01-09 06:00;Confirmed;296509
ORD-0005708_V2;CUST-00877;2026-02-02;2026-02-04;Low;1523;3,69;25;Electronics;MAT-1919;MUM-PLANT;SL-2;Normal;WH-MUM-01;WH-AHM-01;2026-02-04 06:00;Confirmed;763635
ORD-0006815_V2;CUST-00912;2026-01-23;2026-01-25;High;2810;3,07;2;Pharma;MAT-4832;KOL-PLANT;SL-10;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-25 06:00;Confirmed;449512
ORD-0009421_V2;CUST-01637;2026-01-23;2026-01-25;Low;2224;1,42;22;Pharma;MAT-7448;COI-PLANT;SL-9;Hazardous;WH-COI-01;WH-CHE-01;2026-01-25 06:00;Confirmed;709499
ORD-0003549_V2;CUST-01264;2026-01-05;2026-01-07;High;3634;12,09;28;Textiles;MAT-9527;GUW-PLANT;SL-11;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-01-07 06:00;Confirmed;267259
ORD-0006166_V2;CUST-01804;2026-03-25;2026-03-27;Medium;1278;10,89;20;FMCG;MAT-7259;PUN-PLANT;SL-10;Temperature Controlled;WH-PUN-01;WH-NAG-01;2026-03-27 06:00;Confirmed;720626
ORD-0001917_V2;CUST-01409;2026-02-08;2026-02-10;Medium;1239;9,99;22;FMCG;MAT-2773;HYD-PLANT;SL-12;Hazardous;WH-HYD-01;WH-VIZ-01;2026-02-10 06:00;Confirmed;416406
ORD-0003186_V2;CUST-02273;2026-03-23;2026-03-25;High;3857;16,56;11;Auto Parts;MAT-2760;CHE-PLANT;SL-15;Fragile;WH-CHE-01;WH-HYD-01;2026-03-25 06:00;Confirmed;256658
ORD-0005533_V2;CUST-00322;2026-01-19;2026-01-21;Medium;848;6,25;14;Pharma;MAT-4521;MUM-PLANT;SL-10;Hazardous;WH-MUM-01;WH-AHM-01;2026-01-21 06:00;Confirmed;334610
ORD-0001911_V2;CUST-01227;2026-01-27;2026-01-29;High;3268;21,84;3;Electronics;MAT-5784;CHE-PLANT;SL-14;Hazardous;WH-CHE-01;WH-HYD-01;2026-01-29 06:00;Confirmed;402077
ORD-0007718_V2;CUST-01689;2026-03-10;2026-03-12;Low;1086;8,16;3;Steel;MAT-4978;AHM-PLANT;SL-14;Fragile;WH-AHM-01;WH-JAI-01;2026-03-12 06:00;Confirmed;707985
ORD-0006124_V2;CUST-02773;2026-01-03;2026-01-05;Low;365;24,17;25;Auto Parts;MAT-5673;GUW-PLANT;SL-11;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-01-05 06:00;Confirmed;526245
ORD-0001134_V2;CUST-01912;2026-02-23;2026-02-25;Medium;702;11,23;10;Electronics;MAT-6058;MUM-PLANT;SL-13;Fragile;WH-MUM-01;WH-PUN-01;2026-02-25 06:00;Confirmed;534197
ORD-0007455_V2;CUST-00730;2026-03-16;2026-03-18;Medium;2187;11,62;21;Steel;MAT-5231;DEL-PLANT;SL-4;Fragile;WH-DEL-01;WH-MUM-01;2026-03-18 06:00;Confirmed;554921
ORD-0007009_V2;CUST-02101;2026-02-10;2026-02-12;High;3391;8,82;22;Pharma;MAT-7260;MUM-PLANT;SL-8;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-02-12 06:00;Confirmed;725672
ORD-0002519_V2;CUST-00870;2026-01-17;2026-01-19;High;3647;23,98;30;Electronics;MAT-5879;LUC-PLANT;SL-14;Temperature Controlled;WH-LUC-01;WH-DEL-01;2026-01-19 06:00;Confirmed;645090
ORD-0008629_V2;CUST-01836;2026-02-23;2026-02-25;Medium;3350;22,1;23;Machinery;MAT-7802;BAN-PLANT;SL-8;Hazardous;WH-BAN-01;WH-DEL-01;2026-02-25 06:00;Confirmed;634237
ORD-0001318_V2;CUST-00700;2026-02-12;2026-02-14;Medium;1563;2,44;10;Pharma;MAT-4939;AHM-PLANT;SL-7;Fragile;WH-AHM-01;WH-JAI-01;2026-02-14 06:00;Confirmed;432780
ORD-0004369_V2;CUST-02110;2026-01-05;2026-01-07;Medium;1162;6,47;3;Electronics;MAT-6352;LUC-PLANT;SL-8;Normal;WH-LUC-01;WH-DEL-01;2026-01-07 06:00;Confirmed;468661
ORD-0000122_V2;CUST-02615;2026-02-19;2026-02-21;Medium;3285;24,07;1;Pharma;MAT-3525;PAT-PLANT;SL-13;Normal;WH-PAT-01;WH-KOL-01;2026-02-21 06:00;Confirmed;52204
ORD-0009195_V2;CUST-00385;2026-03-10;2026-03-12;High;715;3,73;3;Machinery;MAT-7176;IND-PLANT;SL-13;Temperature Controlled;WH-IND-01;WH-MUM-01;2026-03-12 06:00;Confirmed;795393
ORD-0002450_V2;CUST-00876;2026-02-07;2026-02-09;High;3664;22,54;27;Auto Parts;MAT-3177;BAN-PLANT;SL-5;Fragile;WH-BAN-01;WH-MYS-01;2026-02-09 06:00;Confirmed;737903
ORD-0005830_V2;CUST-02132;2026-03-13;2026-03-15;Medium;470;7,23;25;Pharma;MAT-9416;DEL-PLANT;SL-15;Normal;WH-DEL-01;WH-MUM-01;2026-03-15 06:00;Confirmed;129523
ORD-0006259_V2;CUST-02150;2026-01-31;2026-02-02;High;1997;14,3;27;FMCG;MAT-6893;MUM-PLANT;SL-13;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-02-02 06:00;Confirmed;482590
ORD-0002602_V2;CUST-01621;2026-02-04;2026-02-06;Medium;2068;19,1;14;Electronics;MAT-4509;BAN-PLANT;SL-13;Normal;WH-BAN-01;WH-CHE-01;2026-02-06 06:00;Confirmed;592017
ORD-0001523_V2;CUST-01007;2026-03-22;2026-03-24;Medium;1069;16,13;14;Electronics;MAT-3399;RAN-PLANT;SL-2;Fragile;WH-RAN-01;WH-DEL-01;2026-03-24 06:00;Confirmed;332603
ORD-0007882_V2;CUST-00633;2026-03-14;2026-03-16;Medium;1410;6,62;7;Steel;MAT-5347;DEL-PLANT;SL-12;Hazardous;WH-DEL-01;WH-JAI-01;2026-03-16 06:00;Confirmed;90664
ORD-0002174_V2;CUST-02179;2026-03-07;2026-03-09;Low;2765;3,87;29;Pharma;MAT-5738;GUW-PLANT;SL-12;Hazardous;WH-GUW-01;WH-SIL-01;2026-03-09 06:00;Confirmed;341842
ORD-0003284_V2;CUST-01640;2026-02-28;2026-03-02;High;925;15,83;2;Pharma;MAT-9177;MUM-PLANT;SL-12;Fragile;WH-MUM-01;WH-PUN-01;2026-03-02 06:00;Confirmed;309050
ORD-0004555_V2;CUST-00401;2026-03-01;2026-03-03;High;1687;19,62;23;Steel;MAT-3322;DEL-PLANT;SL-4;Hazardous;WH-DEL-01;WH-MUM-01;2026-03-03 06:00;Confirmed;414613
ORD-0003606_V2;CUST-01490;2026-04-01;2026-04-03;Low;951;20,68;29;Steel;MAT-5776;DEL-PLANT;SL-10;Normal;WH-DEL-01;WH-KOL-01;2026-04-03 06:00;Confirmed;509719
ORD-0010336_V2;CUST-00603;2026-03-10;2026-03-12;High;2315;6,46;5;FMCG;MAT-3626;CHE-PLANT;SL-1;Hazardous;WH-CHE-01;WH-HYD-01;2026-03-12 06:00;Confirmed;456181
ORD-0008987_V2;CUST-02562;2026-01-10;2026-01-12;Medium;3995;16,29;12;Steel;MAT-9684;CHE-PLANT;SL-13;Normal;WH-CHE-01;WH-KOL-01;2026-01-12 06:00;Confirmed;485776
ORD-0005596_V2;CUST-02982;2026-01-21;2026-01-23;High;2399;18,77;28;Textiles;MAT-3109;COI-PLANT;SL-15;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-01-23 06:00;Confirmed;634199
ORD-0010877_V2;CUST-02195;2026-02-18;2026-02-20;Low;3470;16,53;11;Machinery;MAT-4641;BAN-PLANT;SL-15;Normal;WH-BAN-01;WH-CHE-01;2026-02-20 06:00;Confirmed;261691
ORD-0003769_V2;CUST-02094;2026-02-09;2026-02-11;Medium;2366;7,09;6;Steel;MAT-6103;LUC-PLANT;SL-7;Temperature Controlled;WH-LUC-01;WH-DEL-01;2026-02-11 06:00;Confirmed;476536
ORD-0007531_V2;CUST-02034;2026-03-16;2026-03-18;High;3825;20,34;10;Pharma;MAT-9654;DEL-PLANT;SL-8;Fragile;WH-DEL-01;WH-KOL-01;2026-03-18 06:00;Confirmed;315328
ORD-0011933_V2;CUST-01198;2026-02-16;2026-02-18;High;3985;5,45;22;Pharma;MAT-5348;MUM-PLANT;SL-13;Hazardous;WH-MUM-01;WH-AHM-01;2026-02-18 06:00;Confirmed;304643
ORD-0004039_V2;CUST-01022;2026-03-05;2026-03-07;Medium;2054;9,88;13;Steel;MAT-5810;KOL-PLANT;SL-14;Hazardous;WH-KOL-01;WH-GUW-01;2026-03-07 06:00;Confirmed;315564
ORD-0003503_V2;CUST-01472;2026-03-14;2026-03-16;Medium;1581;15,84;27;Electronics;MAT-1922;BAN-PLANT;SL-6;Normal;WH-BAN-01;WH-MUM-01;2026-03-16 06:00;Confirmed;147416
ORD-0001408_V2;CUST-01635;2026-01-03;2026-01-05;Medium;1390;11,44;5;Auto Parts;MAT-6580;MUM-PLANT;SL-12;Fragile;WH-MUM-01;WH-AHM-01;2026-01-05 06:00;Confirmed;455926
ORD-0004632_V2;CUST-02605;2026-04-01;2026-04-03;Low;2354;15,04;6;Electronics;MAT-2818;DEL-PLANT;SL-8;Fragile;WH-DEL-01;WH-JAI-01;2026-04-03 06:00;Confirmed;263208
ORD-0005982_V2;CUST-00097;2026-01-11;2026-01-13;Low;1613;9,13;21;Pharma;MAT-4159;DEL-PLANT;SL-13;Hazardous;WH-DEL-01;WH-JAI-01;2026-01-13 06:00;Confirmed;384941
ORD-0011582_V2;CUST-01388;2026-02-01;2026-02-03;High;2481;17,69;24;Steel;MAT-2054;DEL-PLANT;SL-7;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-02-03 06:00;Confirmed;71406
ORD-0004936_V2;CUST-01075;2026-03-08;2026-03-10;Low;3462;17,95;16;Electronics;MAT-6496;CHE-PLANT;SL-13;Normal;WH-CHE-01;WH-HYD-01;2026-03-10 06:00;Confirmed;469939
ORD-0007062_V2;CUST-02278;2026-01-28;2026-01-30;High;645;1,06;24;Auto Parts;MAT-1113;CHE-PLANT;SL-3;Fragile;WH-CHE-01;WH-KOL-01;2026-01-30 06:00;Confirmed;383310
ORD-0002580_V2;CUST-00355;2026-01-30;2026-02-01;Medium;2089;19,42;21;Steel;MAT-6395;DEL-PLANT;SL-3;Temperature Controlled;WH-DEL-01;WH-MUM-01;2026-02-01 06:00;Confirmed;703418
ORD-0006404_V2;CUST-02682;2026-01-11;2026-01-13;High;3032;19,09;24;Machinery;MAT-4669;BAN-PLANT;SL-9;Normal;WH-BAN-01;WH-DEL-01;2026-01-13 06:00;Confirmed;712336
ORD-0003270_V2;CUST-02445;2026-03-21;2026-03-23;Medium;2609;14,54;8;Pharma;MAT-3017;IND-PLANT;SL-10;Temperature Controlled;WH-IND-01;WH-MUM-01;2026-03-23 06:00;Confirmed;95512
ORD-0011462_V2;CUST-00608;2026-02-27;2026-03-01;High;697;22,66;10;Pharma;MAT-3653;CHE-PLANT;SL-10;Hazardous;WH-CHE-01;WH-KOL-01;2026-03-01 06:00;Confirmed;100601
ORD-0001868_V2;CUST-01650;2026-03-23;2026-03-25;High;2923;21,51;3;Machinery;MAT-9012;AHM-PLANT;SL-2;Hazardous;WH-AHM-01;WH-JAI-01;2026-03-25 06:00;Confirmed;753752
ORD-0011892_V2;CUST-00827;2026-02-04;2026-02-06;Medium;1128;13,86;24;Steel;MAT-2762;HYD-PLANT;SL-5;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-02-06 06:00;Confirmed;691394
ORD-0005964_V2;CUST-02530;2026-03-10;2026-03-12;High;1746;16,18;16;Auto Parts;MAT-9985;KOL-PLANT;SL-14;Hazardous;WH-KOL-01;WH-GUW-01;2026-03-12 06:00;Confirmed;242542
ORD-0002522_V2;CUST-01370;2026-02-10;2026-02-12;Low;3822;21,15;12;Electronics;MAT-9279;PAT-PLANT;SL-2;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-02-12 06:00;Confirmed;580443
ORD-0008852_V2;CUST-01578;2026-01-22;2026-01-24;Low;3263;22,18;15;Electronics;MAT-2757;BAN-PLANT;SL-8;Temperature Controlled;WH-BAN-01;WH-CHE-01;2026-01-24 06:00;Confirmed;276669
ORD-0001821_V2;CUST-02463;2026-03-24;2026-03-26;High;506;14,61;13;Pharma;MAT-2422;COI-PLANT;SL-2;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-03-26 06:00;Confirmed;459045
ORD-0006454_V2;CUST-01536;2026-02-15;2026-02-17;Low;1039;1,33;15;Machinery;MAT-6664;BAN-PLANT;SL-5;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-02-17 06:00;Confirmed;284871
ORD-0000052_V2;CUST-00209;2026-01-18;2026-01-20;Medium;592;9,18;16;Machinery;MAT-6584;BAN-PLANT;SL-15;Fragile;WH-BAN-01;WH-CHE-01;2026-01-20 06:00;Confirmed;493353
ORD-0003889_V2;CUST-01881;2026-03-11;2026-03-13;Medium;3277;15,93;11;Textiles;MAT-9093;KOL-PLANT;SL-2;Hazardous;WH-KOL-01;WH-GUW-01;2026-03-13 06:00;Confirmed;606698
ORD-0005188_V2;CUST-00450;2026-04-01;2026-04-03;Medium;908;16,42;3;Steel;MAT-4598;CHE-PLANT;SL-8;Hazardous;WH-CHE-01;WH-BAN-01;2026-04-03 06:00;Confirmed;188879
ORD-0007918_V2;CUST-00223;2026-02-19;2026-02-21;Medium;1793;15,13;21;Machinery;MAT-3698;AHM-PLANT;SL-15;Normal;WH-AHM-01;WH-JAI-01;2026-02-21 06:00;Confirmed;708377
ORD-0003578_V2;CUST-02273;2026-03-09;2026-03-11;Medium;2506;23,17;22;Auto Parts;MAT-6519;BAN-PLANT;SL-6;Temperature Controlled;WH-BAN-01;WH-MUM-01;2026-03-11 06:00;Confirmed;364389
ORD-0004566_V2;CUST-02156;2026-02-24;2026-02-26;High;1589;10,2;7;Electronics;MAT-8583;PUN-PLANT;SL-7;Normal;WH-PUN-01;WH-NAG-01;2026-02-26 06:00;Confirmed;201104
ORD-0007417_V2;CUST-01782;2026-02-03;2026-02-05;Medium;2780;9,39;5;Electronics;MAT-6711;HYD-PLANT;SL-1;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-02-05 06:00;Confirmed;379843
ORD-0009878_V2;CUST-01197;2026-03-31;2026-04-02;Low;3878;22,52;4;Pharma;MAT-9867;BAN-PLANT;SL-15;Hazardous;WH-BAN-01;WH-MUM-01;2026-04-02 06:00;Confirmed;231920
ORD-0006153_V2;CUST-02213;2026-03-31;2026-04-02;High;2454;1,45;2;Textiles;MAT-4436;BAN-PLANT;SL-1;Fragile;WH-BAN-01;WH-MUM-01;2026-04-02 06:00;Confirmed;769841
ORD-0001859_V2;CUST-02028;2026-01-24;2026-01-26;Low;2392;22;8;Machinery;MAT-2109;MUM-PLANT;SL-6;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-01-26 06:00;Confirmed;282146
ORD-0010382_V2;CUST-01830;2026-03-31;2026-04-02;High;1218;19,99;4;Pharma;MAT-6332;DEL-PLANT;SL-14;Fragile;WH-DEL-01;WH-JAI-01;2026-04-02 06:00;Confirmed;463097
ORD-0011435_V2;CUST-01221;2026-01-17;2026-01-19;Medium;3643;12,44;24;Electronics;MAT-7715;MUM-PLANT;SL-6;Fragile;WH-MUM-01;WH-SUR-01;2026-01-19 06:00;Confirmed;72074
ORD-0004962_V2;CUST-02598;2026-02-17;2026-02-19;Low;3150;9,05;19;Textiles;MAT-3940;CHE-PLANT;SL-10;Temperature Controlled;WH-CHE-01;WH-KOL-01;2026-02-19 06:00;Confirmed;782876
ORD-0007258_V2;CUST-00420;2026-02-19;2026-02-21;High;1466;24,4;30;FMCG;MAT-8933;MUM-PLANT;SL-4;Hazardous;WH-MUM-01;WH-AHM-01;2026-02-21 06:00;Confirmed;388912
ORD-0010551_V2;CUST-00922;2026-03-04;2026-03-06;Low;3696;12,83;4;Steel;MAT-7492;BAN-PLANT;SL-3;Hazardous;WH-BAN-01;WH-HYD-01;2026-03-06 06:00;Confirmed;655877
ORD-0008622_V2;CUST-00844;2026-01-24;2026-01-26;Medium;3490;23,87;20;Electronics;MAT-4524;PAT-PLANT;SL-2;Normal;WH-PAT-01;WH-KOL-01;2026-01-26 06:00;Confirmed;792142
ORD-0011066_V2;CUST-00415;2026-02-24;2026-02-26;Low;375;17,58;24;FMCG;MAT-2842;PUN-PLANT;SL-8;Normal;WH-PUN-01;WH-NAG-01;2026-02-26 06:00;Confirmed;508279
ORD-0005199_V2;CUST-00284;2026-03-06;2026-03-08;Medium;210;8,74;4;Electronics;MAT-6267;GUW-PLANT;SL-9;Fragile;WH-GUW-01;WH-SIL-01;2026-03-08 06:00;Confirmed;88046
ORD-0009400_V2;CUST-01170;2026-03-13;2026-03-15;Medium;2881;23,09;26;Electronics;MAT-8566;BAN-PLANT;SL-5;Normal;WH-BAN-01;WH-MYS-01;2026-03-15 06:00;Confirmed;478619
ORD-0000426_V2;CUST-00657;2026-01-12;2026-01-14;High;805;7;3;Machinery;MAT-7987;BAN-PLANT;SL-2;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-01-14 06:00;Confirmed;748518
ORD-0004285_V2;CUST-00879;2026-03-16;2026-03-18;Low;631;5,36;19;Auto Parts;MAT-8879;MUM-PLANT;SL-12;Temperature Controlled;WH-MUM-01;WH-SUR-01;2026-03-18 06:00;Confirmed;671860
ORD-0011054_V2;CUST-02162;2026-03-06;2026-03-08;Medium;3432;9,71;14;Pharma;MAT-2257;BAN-PLANT;SL-3;Fragile;WH-BAN-01;WH-DEL-01;2026-03-08 06:00;Confirmed;253580
ORD-0011565_V2;CUST-01139;2026-03-15;2026-03-17;High;2901;7,21;24;Textiles;MAT-3877;KOL-PLANT;SL-15;Normal;WH-KOL-01;WH-BHU-01;2026-03-17 06:00;Confirmed;385372
ORD-0000229_V2;CUST-01066;2026-01-17;2026-01-19;High;3854;18,57;5;Electronics;MAT-5924;BAN-PLANT;SL-13;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-01-19 06:00;Confirmed;128993
ORD-0007506_V2;CUST-00829;2026-02-05;2026-02-07;High;3488;9,35;26;Pharma;MAT-9684;DEL-PLANT;SL-11;Normal;WH-DEL-01;WH-KOL-01;2026-02-07 06:00;Confirmed;667217
ORD-0002742_V2;CUST-00506;2026-02-27;2026-03-01;Medium;952;15,77;3;Machinery;MAT-4277;HYD-PLANT;SL-8;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-03-01 06:00;Confirmed;669110
ORD-0005138_V2;CUST-02332;2026-01-11;2026-01-13;Low;2161;5,23;17;Electronics;MAT-6261;CHE-PLANT;SL-8;Normal;WH-CHE-01;WH-BAN-01;2026-01-13 06:00;Confirmed;718796
ORD-0010492_V2;CUST-02750;2026-01-30;2026-02-01;Medium;1157;13,38;9;Machinery;MAT-4443;HYD-PLANT;SL-11;Hazardous;WH-HYD-01;WH-VIZ-01;2026-02-01 06:00;Confirmed;511461
